x,y
382.6948736953377,651.3550966631216
383.0415200958736,654.2188011402127
384.07191429105444,652.0290541899263
385.343398449785,644.3772799469187
385.0856359532794,643.9311551545354
383.6090061825058,655.4378715073282
382.8949900258018,660.8028349608292
382.6817750166498,657.9908280294363
382.96144108790975,653.9802915756114
383.37644083189645,655.4242123607049
383.07749740727604,663.7917798020434
383.0353911268884,659.4794242760129
383.196252401696,645.4082804364066
383.29481597384085,643.2697686265298
383.9960880732031,648.3828088010885
384.1097875068151,651.8695853166759
383.1446080087436,649.705334279023
382.92971974796126,649.5608474173558
383.78101492170424,653.6338567353987
384.72517063838393,656.2055419320686
385.8765715514868,650.5109512473387
386.3402790609157,650.3558168732967
387.22584586785973,657.2731701233313
388.87169350036754,658.3783548028485
390.54401544539735,652.8280737253956
391.30006068763623,645.8097942123113
391.3355311456204,642.134117136041
391.19828382731316,645.0034269840554
390.37638338955213,654.0001675251365
388.9852990201732,656.9023166784716
388.36826740677304,648.8742383548308
387.7786079105737,649.8331483678433
387.11956092385424,654.43147081987
386.022099951644,654.7638108325604
385.2806736383957,650.9325013533884
385.2229183223828,650.2223302035994
386.0433284168523,652.1813288741934
385.4695802994793,651.8404235276348
385.971020349628,643.8839985022145
386.1352921114948,641.713545254109
386.17278295428764,649.6865719127821
386.51704429343954,656.0124203753343
386.7336118657024,654.1570659576286
386.1936864309671,650.2333484458173
386.0699682614451,650.668398652269
385.7655270962448,657.130775262337
386.16854217370496,655.0377612771281
387.30038182615374,644.8052374597479
387.8640389062002,642.8300468364745
387.1760125729576,648.1501692410384
386.8393132054952,651.9244247648394
386.3391888866508,650.7354186046069
386.8071754771785,651.4424081468708
387.1146306733619,655.3252673935497
387.58363497181165,655.7353577519884
388.57798145191975,650.5733996232123
390.01755522683123,648.1838336757166
391.11810591391344,654.2438723889171
392.0155299379005,654.8316298654703
392.6314570461221,650.0171035598539
392.9366138091872,643.2691256454273
393.44404575416877,639.9218318708474
393.3887468538461,642.2478767561114
393.2064465000601,652.0211003604466
392.08889522316645,654.0932813123155
390.42649690046443,647.844426366689
389.5617484454708,646.8635365602393
389.15164491325277,651.2815728437506
388.7693414181383,652.5389506351278
387.49926620721646,649.4542476074674
386.7889898613631,650.3415129858471
387.39564984456456,654.1405866342567
387.98944689905386,652.4707386588091
388.37953647280415,644.0757073084648
388.3770370170316,641.0502021359126
387.8956132796102,648.5664019037706
388.202303386014,652.8918832385359
388.95029888774275,651.2628146196881
389.57699581961583,648.3464712346888
389.7700044556127,649.3920326702001
389.235465550492,654.4392890352015
388.75630429608174,652.9785306961963
388.8770415004658,641.9830535730207
388.8067768177291,642.1185269480413
389.16392081584274,646.9217036761777
388.43392313952484,650.6827926074659
388.0447185081845,650.0882430405483
388.0902473600087,651.3216497761737
388.51975163275984,655.8149573374336
389.29520061903565,655.0634852134185
389.87878885644807,648.8250361195222
390.653030267354,647.7957035652709
391.5840611256888,654.1148109110326
392.881624135066,655.9824951652481
393.7480542506586,651.4085002358946
393.8844330271876,645.531186416788
393.6226651981958,643.1976446021155
392.9157304855247,647.3782738279743
392.07831516171444,655.0115286651055
391.19103839069464,653.4914219019287
390.61450195936834,647.4193080414442
389.345474868402,649.5202401119338
388.4989414673626,653.0341076123482
387.9171135973397,652.3955096512218
387.3500483187388,649.2271850463408
386.9840716382022,651.0272818282099
387.0108396940245,654.4383313362209
387.88829057046314,651.4970719657157
389.23915270705817,642.0774182918263
389.5414887156601,644.4601786968245
389.6513464616161,654.3896390664916
390.02789888809355,655.4056544151626
390.38625929038443,650.762896964877
390.87637576111297,646.5470828125433
391.15712209060314,648.4995003912861
391.09187798258296,657.2463739755171
390.6982689352369,655.2367751334981
390.24343430078966,645.0599233095634
389.3602670299514,644.5601859130949
389.5455661549755,649.4885842492075
389.34986945565254,651.3576792954204
389.25732755431216,648.869431924045
388.7552284147014,649.7089376349617
389.66407830869014,652.7089038242962
390.30626992398135,652.5976623161566
390.9305460727691,644.7299304698392
390.8449591083542,645.353536129772
391.1574946699423,655.2269122062048
392.2518005994905,658.1587792108087
393.27086347626516,653.5631879591442
393.83316891885414,648.1234196728443
393.86884264282287,647.2128699159707
393.14508613171233,654.4736782770709
391.66465553500285,656.8428382691878
390.61841391090434,646.8003978614458
390.07919083159373,643.9473887247681
389.677816220856,648.3640940835046
389.64830594887906,651.3243774660084
389.18529385817044,648.9952539930398
388.47533911654807,647.8203809101954
388.4739371349965,650.5323726085163
388.9624512542136,651.6746106475293
389.3745877167573,647.9085965706957
389.7327628242127,642.997473600013
390.19833571889785,651.1231709097165
391.4108029933162,657.9801402385694
392.68714933475883,656.8178843842883
393.34131266836187,651.3658078669683
393.5379628991652,648.9677362655864
393.07167922058676,652.4762923288927
391.9577373017022,659.9235153857851
391.11926842499173,655.6967246363224
390.9655565968299,647.5320750440069
390.53947318676194,646.9134252647311
389.8849483785076,650.7288088969575
389.588108231811,651.5936230617008
389.01214556965505,649.1388031641529
389.4198482357359,650.9290831541166
389.4130650508227,654.1329288381293
390.0341568944308,651.1909438136366
391.2662522472558,642.913410736325
391.7806463766525,646.3698241348588
392.09811141622635,658.3868368900731
392.98949743059205,660.8100144921281
393.35058442578475,655.8915397188928
393.2202376066455,651.3522262847557
393.085721021324,652.8621872178921
392.302754331586,661.011946147179
391.6500395615118,658.8352870052231
391.77841999757857,645.6237759613456
390.9383559999642,643.8939292176733
